image, method, ite, acc, alpha, beta
000001_000035, GCmax-DT-w5, 11, 0.9059, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 12, 0.9100, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 13, 0.9122, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 14, 0.8566, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 15, 0.8746, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 16, 0.8758, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 2, 0.3119, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 3, 0.3852, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 4, 0.6790, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 5, 0.7557, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 6, 0.8428, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 7, 0.8326, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 8, 0.8767, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 9, 0.8531, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 10, 0.9024, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 11, 0.9196, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 12, 0.8552, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 13, 0.9150, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 14, 0.7616, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 15, 0.8584, -1.000000, -1.000000
000001_000035, GCmax-DT-w9, 16, 0.9302, -1.000000, -1.000000
000001_000035, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-w2, 2, 0.3119, 0.250000, -1.000000
000001_000035, GCmax-w2, 3, 0.0024, 0.250000, -1.000000
000001_000035, GCmax-w2, 4, 0.4278, 0.250000, -1.000000
000001_000035, GCmax-w2, 5, 0.6023, 0.250000, -1.000000
000001_000035, GCmax-w2, 6, 0.6087, 0.250000, -1.000000
000001_000035, GCmax-w2, 7, 0.6494, 0.250000, -1.000000
000001_000035, GCmax-w2, 8, 0.6526, 0.250000, -1.000000
000001_000035, GCmax-w2, 9, 0.6749, 0.250000, -1.000000
000001_000035, GCmax-w2, 10, 0.6919, 0.250000, -1.000000
000001_000035, GCmax-w2, 11, 0.7247, 0.250000, -1.000000
000001_000035, GCmax-w2, 12, 0.7636, 0.250000, -1.000000
000001_000035, GCmax-w2, 13, 0.7654, 0.250000, -1.000000
000001_000035, GCmax-w2, 14, 0.8088, 0.250000, -1.000000
000001_000035, GCmax-w2, 15, 0.8091, 0.250000, -1.000000
000001_000035, GCmax-w2, 16, 0.8261, 0.250000, -1.000000
000001_000035, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCsum-w4, 2, 0.3119, 0.100000, 70.000000
000001_000035, GCsum-w4, 3, 0.3119, 0.100000, 70.000000
000001_000035, GCsum-w4, 4, 0.0263, 0.100000, 70.000000
000001_000035, GCsum-w4, 5, 0.3133, 0.100000, 70.000000
000001_000035, GCsum-w4, 6, 0.3298, 0.100000, 70.000000
000001_000035, GCsum-w4, 7, 0.3299, 0.100000, 70.000000
000001_000035, GCsum-w4, 8, 0.4571, 0.100000, 70.000000
000001_000035, GCsum-w4, 9, 0.4992, 0.100000, 70.000000
000001_000035, GCsum-w4, 10, 0.6685, 0.100000, 70.000000
000001_000035, GCsum-w4, 11, 0.6709, 0.100000, 70.000000
000001_000035, GCsum-w4, 12, 0.6743, 0.100000, 70.000000
000001_000035, GCsum-w4, 13, 0.6829, 0.100000, 70.000000
000001_000035, GCsum-w4, 14, 0.6830, 0.100000, 70.000000
000001_000035, GCsum-w4, 15, 0.6832, 0.100000, 70.000000
000001_000035, GCsum-w4, 16, 0.7201, 0.100000, 70.000000
000001_000035, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w6, 2, 0.3119, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 3, 0.3842, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 4, 0.6702, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 5, 0.7939, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 6, 0.8288, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 7, 0.7420, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 8, 0.8532, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 9, 0.7392, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 10, 0.8557, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 11, 0.7312, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 12, 0.8726, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 13, 0.6411, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 14, 0.7932, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 15, 0.8187, 0.200000, -1.000000
000001_000035, GCmax-DT-w6, 16, 0.8545, 0.200000, -1.000000
000001_000035, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w10, 2, 0.3119, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 3, 0.3773, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 4, 0.6371, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 5, 0.0020, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 6, 0.7856, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 7, 0.8581, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 8, 0.8035, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 9, 0.9225, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 10, 0.9246, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 11, 0.9443, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 12, 0.9556, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 13, 0.9614, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 14, 0.9609, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 15, 0.9679, 0.100000, -1.000000
000001_000035, GCmax-DT-w10, 16, 0.9743, 0.100000, -1.000000
000001_000035, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 2, 0.3119, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 3, 0.8188, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 4, 0.8244, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 5, 0.8309, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 6, 0.8968, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 7, 0.9009, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 8, 0.9132, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 9, 0.9366, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 10, 0.9450, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 11, 0.9503, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 12, 0.9423, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 13, 0.9524, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 14, 0.9582, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 15, 0.9628, -1.000000, -1.000000
000001_000035, GCmax-DT-w7, 16, 0.9324, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 2, 0.3119, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 3, 0.3881, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 4, 0.6572, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 5, 0.7456, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 6, 0.8258, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 7, 0.6883, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 8, 0.9061, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 9, 0.7603, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 10, 0.8634, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 11, 0.9119, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 12, 0.9486, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 13, 0.9568, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 14, 0.9432, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 15, 0.9253, -1.000000, -1.000000
000001_000035, GCmax-DT-w11, 16, 0.8555, -1.000000, -1.000000
000001_000035, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w8, 2, 0.3119, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 3, 0.7938, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 4, 0.8462, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 5, 0.4172, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 6, 0.6966, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 7, 0.7740, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 8, 0.8580, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 9, 0.7512, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 10, 0.8710, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 11, 0.8240, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 12, 0.8472, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 13, 0.8559, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 14, 0.8849, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 15, 0.9014, 0.200000, -1.000000
000001_000035, GCmax-DT-w8, 16, 0.9209, 0.200000, -1.000000
000001_000035, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w12, 2, 0.3119, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 3, 0.3461, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 4, 0.6983, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 5, 0.8576, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 6, 0.6471, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 7, 0.7543, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 8, 0.0361, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 9, 0.7612, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 10, 0.8767, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 11, 0.8556, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 12, 0.8638, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 13, 0.9096, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 14, 0.9180, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 15, 0.9261, 0.100000, -1.000000
000001_000035, GCmax-DT-w12, 16, 0.9543, 0.100000, -1.000000
000001_000038, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-w1, 2, 0.2797, -1.000000, -1.000000
000001_000038, GCmax-w1, 3, 0.3351, -1.000000, -1.000000
000001_000038, GCmax-w1, 4, 0.3643, -1.000000, -1.000000
000001_000038, GCmax-w1, 5, 0.3965, -1.000000, -1.000000
000001_000038, GCmax-w1, 6, 0.4009, -1.000000, -1.000000
000001_000038, GCmax-w1, 7, 0.4225, -1.000000, -1.000000
000001_000038, GCmax-w1, 8, 0.4347, -1.000000, -1.000000
000001_000038, GCmax-w1, 9, 0.4348, -1.000000, -1.000000
000001_000038, GCmax-w1, 10, 0.4352, -1.000000, -1.000000
000001_000038, GCmax-w1, 11, 0.4361, -1.000000, -1.000000
000001_000038, GCmax-w1, 12, 0.4385, -1.000000, -1.000000
000001_000038, GCmax-w1, 13, 0.4386, -1.000000, -1.000000
000001_000038, GCmax-w1, 14, 0.5220, -1.000000, -1.000000
000001_000038, GCmax-w1, 15, 0.5625, -1.000000, -1.000000
000001_000038, GCmax-w1, 16, 0.6140, -1.000000, -1.000000
000001_000038, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCsum-w3, 2, 0.2797, -1.000000, -1.000000
000001_000038, GCsum-w3, 3, 0.3225, -1.000000, -1.000000
000001_000038, GCsum-w3, 4, 0.3863, -1.000000, -1.000000
000001_000038, GCsum-w3, 5, 0.3866, -1.000000, -1.000000
000001_000038, GCsum-w3, 6, 0.3897, -1.000000, -1.000000
000001_000038, GCsum-w3, 7, 0.3936, -1.000000, -1.000000
000001_000038, GCsum-w3, 8, 0.3950, -1.000000, -1.000000
000001_000038, GCsum-w3, 9, 0.3959, -1.000000, -1.000000
000001_000038, GCsum-w3, 10, 0.3959, -1.000000, -1.000000
000001_000038, GCsum-w3, 11, 0.3975, -1.000000, -1.000000
000001_000038, GCsum-w3, 12, 0.3976, -1.000000, -1.000000
000001_000038, GCsum-w3, 13, 0.4156, -1.000000, -1.000000
000001_000038, GCsum-w3, 14, 0.4189, -1.000000, -1.000000
000001_000038, GCsum-w3, 15, 0.5134, -1.000000, -1.000000
000001_000038, GCsum-w3, 16, 0.5150, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 2, 0.2797, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 3, 0.8121, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 4, 0.8943, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 5, 0.3688, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 6, 0.6007, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 7, 0.8887, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 8, 0.9270, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 9, 0.9329, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 10, 0.9519, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 11, 0.9574, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 12, 0.5710, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 13, 0.8504, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 14, 0.9734, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 15, 0.9780, -1.000000, -1.000000
000001_000038, GCmax-DT-w5, 16, 0.9807, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 2, 0.2797, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 3, 0.3466, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 4, 0.8201, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 5, 0.8340, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 6, 0.9144, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 7, 0.9843, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 8, 0.9709, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 9, 0.9812, -1.000000, -1.000000
000001_000038, GCmax-DT-w9, 10, 0.9857, -1.000000, -1.000000
000001_000038, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-w2, 2, 0.2797, 0.250000, -1.000000
000001_000038, GCmax-w2, 3, 0.3516, 0.250000, -1.000000
000001_000038, GCmax-w2, 4, 0.4008, 0.250000, -1.000000
000001_000038, GCmax-w2, 5, 0.5287, 0.250000, -1.000000
000001_000038, GCmax-w2, 6, 0.5617, 0.250000, -1.000000
000001_000038, GCmax-w2, 7, 0.8237, 0.250000, -1.000000
000001_000038, GCmax-w2, 8, 0.9008, 0.250000, -1.000000
000001_000038, GCmax-w2, 9, 0.9013, 0.250000, -1.000000
000001_000038, GCmax-w2, 10, 0.9244, 0.250000, -1.000000
000001_000038, GCmax-w2, 11, 0.9641, 0.250000, -1.000000
000001_000038, GCmax-w2, 12, 0.9646, 0.250000, -1.000000
000001_000038, GCmax-w2, 13, 0.9692, 0.250000, -1.000000
000001_000038, GCmax-w2, 14, 0.9708, 0.250000, -1.000000
000001_000038, GCmax-w2, 15, 0.9762, 0.250000, -1.000000
000001_000038, GCmax-w2, 16, 0.9705, 0.250000, -1.000000
000001_000038, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCsum-w4, 2, 0.2797, 0.100000, 70.000000
000001_000038, GCsum-w4, 3, 0.0110, 0.100000, 70.000000
000001_000038, GCsum-w4, 4, 0.2812, 0.100000, 70.000000
000001_000038, GCsum-w4, 5, 0.8116, 0.100000, 70.000000
000001_000038, GCsum-w4, 6, 0.8523, 0.100000, 70.000000
000001_000038, GCsum-w4, 7, 0.8526, 0.100000, 70.000000
000001_000038, GCsum-w4, 8, 0.8774, 0.100000, 70.000000
000001_000038, GCsum-w4, 9, 0.9059, 0.100000, 70.000000
000001_000038, GCsum-w4, 10, 0.9065, 0.100000, 70.000000
000001_000038, GCsum-w4, 11, 0.9148, 0.100000, 70.000000
000001_000038, GCsum-w4, 12, 0.9169, 0.100000, 70.000000
000001_000038, GCsum-w4, 13, 0.9174, 0.100000, 70.000000
000001_000038, GCsum-w4, 14, 0.9329, 0.100000, 70.000000
000001_000038, GCsum-w4, 15, 0.9330, 0.100000, 70.000000
000001_000038, GCsum-w4, 16, 0.9442, 0.100000, 70.000000
000001_000038, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w6, 2, 0.2797, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 3, 0.3421, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 4, 0.7775, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 5, 0.8896, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 6, 0.9458, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 7, 0.5384, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 8, 0.8045, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 9, 0.9281, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 10, 0.9645, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 11, 0.9598, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 12, 0.9698, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 13, 0.9700, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 14, 0.9807, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 15, 0.9832, 0.200000, -1.000000
000001_000038, GCmax-DT-w6, 16, 0.9858, 0.200000, -1.000000
000001_000038, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w10, 2, 0.2797, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 3, 0.8309, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 4, 0.8990, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 5, 0.4140, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 6, 0.4623, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 7, 0.8958, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 8, 0.9672, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 9, 0.9807, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 10, 0.9812, 0.100000, -1.000000
000001_000038, GCmax-DT-w10, 11, 0.9859, 0.100000, -1.000000
000001_000038, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 2, 0.2797, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 3, 0.3422, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 4, 0.7196, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 5, 0.5366, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 6, 0.8032, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 7, 0.8548, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 8, 0.9114, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 9, 0.8149, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 10, 0.9243, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 11, 0.9477, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 12, 0.9521, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 13, 0.9634, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 14, 0.9703, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 15, 0.9671, -1.000000, -1.000000
000001_000038, GCmax-DT-w7, 16, 0.9772, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 2, 0.2797, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 3, 0.8671, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 4, 0.9003, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 5, 0.3847, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 6, 0.9006, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 7, 0.9736, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 8, 0.9704, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 9, 0.9821, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 10, 0.9825, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 11, 0.9850, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 12, 0.9786, -1.000000, -1.000000
000001_000038, GCmax-DT-w11, 13, 0.9825, -1.000000, -1.000000
000001_000038, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w8, 2, 0.2797, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 3, 0.3369, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 4, 0.7536, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 5, 0.8531, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 6, 0.9208, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 7, 0.5691, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 8, 0.8241, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 9, 0.9512, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 10, 0.9289, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 11, 0.9452, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 12, 0.9599, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 13, 0.9605, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 14, 0.9798, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 15, 0.9852, 0.200000, -1.000000
000001_000038, GCmax-DT-w8, 16, 0.9627, 0.200000, -1.000000
000001_000038, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000038, GCmax-DT-w12, 2, 0.2797, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 3, 0.8346, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 4, 0.9006, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 5, 0.4406, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 6, 0.8824, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 7, 0.9651, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 8, 0.8795, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 9, 0.9723, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 10, 0.9805, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 11, 0.9849, 0.100000, -1.000000
000001_000038, GCmax-DT-w12, 12, 0.9877, 0.100000, -1.000000
000001_000039, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000039, GCmax-w1, 2, 0.1755, -1.000000, -1.000000
000001_000039, GCmax-w1, 3, 0.7985, -1.000000, -1.000000
000001_000039, GCmax-w1, 4, 0.8841, -1.000000, -1.000000
000001_000039, GCmax-w1, 5, 0.3701, -1.000000, -1.000000
000001_000039, GCmax-w1, 6, 0.8252, -1.000000, -1.000000
000001_000039, GCmax-w1, 7, 0.9096, -1.000000, -1.000000
000001_000039, GCmax-w1, 8, 0.9330, -1.000000, -1.000000
000001_000039, GCmax-w1, 9, 0.9421, -1.000000, -1.000000
000001_000039, GCmax-w1, 10, 0.9469, -1.000000, -1.000000
000001_000039, GCmax-w1, 11, 0.9539, -1.000000, -1.000000
000001_000039, GCmax-w1, 12, 0.9606, -1.000000, -1.000000
000001_000039, GCmax-w1, 13, 0.9651, -1.000000, -1.000000
000001_000039, GCmax-w1, 14, 0.8243, -1.000000, -1.000000
000001_000039, GCmax-w1, 15, 0.9679, -1.000000, -1.000000
000001_000039, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000039, GCsum-w3, 2, 0.1755, -1.000000, -1.000000
000001_000039, GCsum-w3, 3, 0.4658, -1.000000, -1.000000
000001_000039, GCsum-w3, 4, 0.7913, -1.000000, -1.000000
000001_000039, GCsum-w3, 5, 0.8949, -1.000000, -1.000000
000001_000039, GCsum-w3, 6, 0.8951, -1.000000, -1.000000
000001_000039, GCsum-w3, 7, 0.9249, -1.000000, -1.000000
000001_000039, GCsum-w3, 8, 0.9342, -1.000000, -1.000000
000001_000039, GCsum-w3, 9, 0.9501, -1.000000, -1.000000
000001_000039, GCsum-w3, 10, 0.9502, -1.000000, -1.000000
000001_000039, GCsum-w3, 11, 0.9542, -1.000000, -1.000000
000001_000039, GCsum-w3, 12, 0.9552, -1.000000, -1.000000
000001_000039, GCsum-w3, 13, 0.9631, -1.000000, -1.000000
000001_000039, GCsum-w3, 14, 0.9723, -1.000000, -1.000000
000001_000039, GCsum-w3, 15, 0.9799, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 2, 0.1755, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 3, 0.2339, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 4, 0.8037, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 5, 0.8814, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 6, 0.4721, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 7, 0.9132, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 8, 0.9229, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 9, 0.9307, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 10, 0.9481, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 11, 0.9631, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 12, 0.7395, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 13, 0.9706, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 14, 0.9733, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 15, 0.9761, -1.000000, -1.000000
000001_000039, GCmax-DT-w5, 16, 0.9793, -1.000000, -1.000000
000001_000039, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000039, GCmax-DT-w9, 2, 0.1755, -1.000000, -1.000000
000001_000039, GCmax-DT-w9, 3, 0.2340, -1.000000, -1.000000
000001_000039, GCmax-DT-w9, 4, 0.8053, -1.000000, -1.000000
000001_000039, GCmax-DT-w9, 5, 0.9372, -1.000000, -1.000000
000001_000039, GCmax-DT-w9, 6, 0.9651, -1.000000, -1.000000
000001_000039, GCmax-DT-w9, 7, 0.6750, -1.000000, -1.000000
